cid,title,cat,cat_path,page,langs,n_langs
ENP015188,Namsangol Hanok Village&#039;s Taekwondo Performances,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP015188:한국어|ENP015188:영어|CNP015188:중국어 간체|TCP015188:중국어 번체,4
ENP016876,Children&#039;s Day Celebrations May 5th,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016876:한국어|ENP016876:영어|JPP016876:일본어|CNP016876:중국어 간체|TCP016876:중국어 번체,5
ENP016865,DreamWorks Animation Special Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016865:한국어|ENP016865:영어|JPP016865:일본어|CNP016865:중국어 간체|TCP016865:중국어 번체,5
ENP016850,C-Festival 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016850:한국어|ENP016850:영어|JPP016850:일본어|CNP016850:중국어 간체|TCP016850:중국어 번체,5
ENP016818,SeMA and Palais de Tokyo&#039;s Urban Legends,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016818:한국어|ENP016818:영어|JPP016818:일본어|CNP016818:중국어 간체|TCP016818:중국어 번체,5
ENP016789,Gwanghwamun International Art Festival 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016789:한국어|ENP016789:영어|JPP016789:일본어|CNP016789:중국어 간체|TCP016789:중국어 번체,5
ENP016661,Royal Wedding Ceremony of King Gojong and Empress Myeongseong,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016661:한국어|ENP016661:영어|JPP016661:일본어|CNP016661:중국어 간체|TCP016661:중국어 번체,5
ENP016786,Herb Ritts Work : Photography Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016786:한국어|ENP016786:영어|JPP016786:일본어|CNP016786:중국어 간체|TCP016786:중국어 번체,5
ENP016715,Seoul Rose Festival 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,51,KOP016715:한국어|ENP016715:영어|JPP016715:일본어|CNP016715:중국어 간체|TCP016715:중국어 번체,5
ENP016701,LetsRun Park Seoul Cherry Blossom Night Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016701:한국어|ENP016701:영어|JPP016701:일본어|CNP016701:중국어 간체,4
ENP016691,Deoksugung Palace Spring Concert Series,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016691:한국어|ENP016691:영어|JPP016691:일본어|CNP016691:중국어 간체|TCP016691:중국어 번체,5
ENP016620,Hangang Park&#039;s Cultural Program : April 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016620:한국어|ENP016620:영어|JPP016620:일본어|CNP016620:중국어 간체|TCP016620:중국어 번체,5
ENP016637,Seoul Grand Park Cherry Blossom Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016637:한국어|ENP016637:영어|JPP016637:일본어|CNP016637:중국어 간체|TCP016637:중국어 번체,5
ENP016630,Museum Night,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016630:한국어|ENP016630:영어|JPP016630:일본어|CNP016630:중국어 간체|TCP016630:중국어 번체,5
ENP016618,Seoul Elegy : Photography Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016618:한국어|ENP016618:영어|JPP016618:일본어|CNP016618:중국어 간체|TCP016618:중국어 번체,5
ENP016613,Seoul Bamdokkaebi Night Market 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016613:한국어|ENP016613:영어|JPP016613:일본어|CNP016613:중국어 간체|TCP016613:중국어 번체,5
ENP016579,Jean Paul Gaultier Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016579:한국어|ENP016579:영어|JPP016579:일본어|CNP016579:중국어 간체|TCP016579:중국어 번체,5
ENP016496,Seokchon Lake Cherry Blossom Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016496:한국어|ENP016496:영어|JPP016496:일본어|CNP016496:중국어 간체|TCP016496:중국어 번체,5
ENP016493,"Ancient Tombs, Memories of Seoul",축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016493:한국어|ENP016493:영어|JPP016493:일본어|CNP016493:중국어 간체|TCP016493:중국어 번체,5
ENP016491,The 18 Sparkling Bridges of the Han River,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016491:한국어|ENP016491:영어|JPP016491:일본어|CNP016491:중국어 간체|TCP016491:중국어 번체,5
ENP016474,Yeongdeungpo Yeouido Spring Flower Festival 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016474:한국어|ENP016474:영어|JPP016474:일본어|CNP016474:중국어 간체|TCP016474:중국어 번체,5
ENP016388,Hera Seoul Fashion Week 2016,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016388:한국어|ENP016388:영어|JPP016388:일본어|CNP016388:중국어 간체|TCP016388:중국어 번체,5
ENP016343,Namsangol Hanok Village&#039;s Tea Ceremony Program,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP016343:한국어|ENP016343:영어|JPP016343:일본어|CNP016343:중국어 간체|TCP016343:중국어 번체,5
ENP015385,2016 St. Patrick&#039;s Day Celebrations,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP015385:한국어|ENP015385:영어|JPP015385:일본어|CNP015385:중국어 간체|TCP015385:중국어 번체,5
ENP015390,Hangang Summer Festival 2015,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP015390:한국어|ENP015390:영어|JPP015390:일본어|CNP015390:중국어 간체|TCP015390:중국어 번체,5
ENP015337,Lunar New Year&#039;s First Full Moon,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP015337:한국어|ENP015337:영어|JPP015337:일본어|CNP015337:중국어 간체|TCP015337:중국어 번체,5
ENP015316,2016 SeMA Blue &lt;Seoul Babel&gt;,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP015316:한국어|ENP015316:영어|JPP015316:일본어|CNP015316:중국어 간체|TCP015316:중국어 번체,5
ENP015236,2016 Korea Grand Sale,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP015236:한국어|ENP015236:영어|JPP015236:일본어|CNP015236:중국어 간체|TCP015236:중국어 번체,5
ENP005374,2016 Hanok Expo,축제/공연/행사,Festivals/Events/Performances > Festivals,52,KOP005374:한국어|ENP005374:영어|JPP005374:일본어|CNP005374:중국어 간체|TCP005374:중국어 번체,5
ENP001125,Monet&#039;s Impressionism Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP001125:한국어|ENP001125:영어|JPP001125:일본어|CNP001125:중국어 간체|TCP001125:중국어 번체,5
ENP001025,Vincent Van Gogh Inside: Festival of Light and Music,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP001025:한국어|ENP001025:영어|JPP001025:일본어|TCP001025:중국어 번체,4
ENP000809,Jongmyo Royal Ancestral Ritual and Royal Procession,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000809:한국어|ENP000809:영어|JPP000809:일본어|CNP000809:중국어 간체|TCP000809:중국어 번체,5
ENP000785,Seoul Open Week,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000785:한국어|ENP000785:영어|JPP000785:일본어|CNP000785:중국어 간체|TCP000785:중국어 번체,5
ENP000730,Seoul Summer Sale!,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000730:한국어|ENP000730:영어|JPP000730:일본어|CNP000730:중국어 간체|TCP000730:중국어 번체,5
ENP000599,Seoul Design Week,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000599:한국어|ENP000599:영어|CNP000599:중국어 간체|TCP000599:중국어 번체,4
ENP000598,Seoul Photo Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000598:한국어|ENP000598:영어,2
ENP000593,Euljiro Lightway,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000593:한국어|ENP000593:영어|CNP000593:중국어 간체|TCP000593:중국어 번체,4
ENP000587,The 3rd Korea International Photo Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000587:한국어|ENP000587:영어,2
ENP000581,Kukkiwon Taekwondo Demonstration,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000581:한국어|ENP000581:영어|JPP000581:일본어|CNP000581:중국어 간체|TCP000581:중국어 번체,5
ENP000571,SBS Awards Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000571:한국어|ENP000571:영어,2
ENP000540,DDP LED Rose Garden,축제/공연/행사,Festivals/Events/Performances > Events > Other > Events,53,KOP000540:한국어|ENP000540:영어|JPP000540:일본어|CNP000540:중국어 간체|TCP000540:중국어 번체,5
ENP000530,Alessandro Mendini Exhibition - The Poetry of Design,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000530:한국어|ENP000530:영어|JPP000530:일본어|CNP000530:중국어 간체|TCP000530:중국어 번체,5
ENP000523,Kansong Munhwa Exhibition Part 5 : Flowers &amp; Feathers,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000523:한국어|ENP000523:영어|JPP000523:일본어|TCP000523:중국어 번체,4
ENP000436,A Journey to the Modern Seoul City Wall,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000436:한국어|ENP000436:영어,2
ENP000431,Paik Nam June Groove Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000431:한국어|ENP000431:영어|JPP000431:일본어|CNP000431:중국어 간체|TCP000431:중국어 번체,5
ENP000415,Stanley Kubrick Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000415:한국어|ENP000415:영어|JPP000415:일본어|CNP000415:중국어 간체|TCP000415:중국어 번체,5
ENP000382,"2016 Ttukseom, Yeouido Hangang Park Sledding",축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000382:한국어|ENP000382:영어|JPP000382:일본어|CNP000382:중국어 간체|TCP000382:중국어 번체,5
ENP000119,Yeon Deung Hoe(Lotus Lantern Festival),축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000119:한국어|ENP000119:영어|JPP000119:일본어|CNP000119:중국어 간체|TCP000119:중국어 번체,5
ENP000038,Hi Seoul Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,53,KOP000038:한국어|ENP000038:영어|JPP000038:일본어|CNP000038:중국어 간체|TCP000038:중국어 번체,5
ENP000031,Yeongdeungpo Yeouido Spring Flower Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP000031:한국어|ENP000031:영어|JPP000031:일본어|CNP000031:중국어 간체|TCP000031:중국어 번체,5
ENP000005,The 12th Seoul Assitej Winter Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP000005:한국어|ENP000005:영어|JPP000005:일본어|CNP000005:중국어 간체|TCP000005:중국어 번체,5
ENP000003,2016 Seoul Plaza Ice Skating Rink,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP000003:한국어|ENP000003:영어|JPP000003:일본어|CNP000003:중국어 간체|TCP000003:중국어 번체,5
ENP009370,European Christmas Market,축제/공연/행사,Festivals/Events/Performances > Festivals,54,ENP009370:영어|JPP009370:일본어,2
ENP009328,Itaewon Global Village Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,ENP009328:영어|JPP009328:일본어|CNP009328:중국어 간체|TCP009328:중국어 번체,4
ENP009288,Seoul Grand Park Fall Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009288:한국어|ENP009288:영어|JPP009288:일본어|CNP009288:중국어 간체|TCP009288:중국어 번체,5
ENP009221,Herb Medicine Culture Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009221:한국어|ENP009221:영어|JPP009221:일본어|CNP009221:중국어 간체|TCP009221:중국어 번체,5
ENP009141,Seoul Bazaar Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009141:한국어|ENP009141:영어|JPP009141:일본어|CNP009141:중국어 간체|TCP009141:중국어 번체,5
ENP009384,Flower Artshow,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009384:한국어|ENP009384:영어|JPP009384:일본어|CNP009384:중국어 간체|TCP009384:중국어 번체,5
ENP009100,Gangnam Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009100:한국어|ENP009100:영어|JPP009100:일본어|CNP009100:중국어 간체|TCP009100:중국어 번체,5
ENP009081,Seoul Bamdokkaebi Night Market 2015,축제/공연/행사,Festivals/Events/Performances > Festivals,54,ENP009081:영어|JPP009081:일본어|CNP009081:중국어 간체|TCP009081:중국어 번체,4
ENP009352,One-Asia Seoul Mega Concert,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009352:한국어|ENP009352:영어|JPP009352:일본어|CNP009352:중국어 간체|TCP009352:중국어 번체,5
ENP009318,Agricultural Marketplace Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009318:한국어|ENP009318:영어|JPP009318:일본어|CNP009318:중국어 간체|TCP009318:중국어 번체,5
ENP009278,Lee Young Hee Hanbok Exhibition,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009278:한국어|ENP009278:영어|JPP009278:일본어|CNP009278:중국어 간체|TCP009278:중국어 번체,5
ENP009259,Seocho Seoriful Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009259:한국어|ENP009259:영어|JPP009259:일본어|CNP009259:중국어 간체|TCP009259:중국어 번체,5
ENP009245,Bukchon Music Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009245:한국어|ENP009245:영어|JPP009245:일본어|CNP009245:중국어 간체|TCP009245:중국어 번체,5
ENP009235,Seoul Drama Awards,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009235:한국어|ENP009235:영어|JPP009235:일본어|CNP009235:중국어 간체|TCP009235:중국어 번체,5
ENP009186,Culture and Art at Seoul Plaza,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009186:한국어|ENP009186:영어|JPP009186:일본어|CNP009186:중국어 간체|TCP009186:중국어 번체,5
ENP009210,Yeongyang Pepper Hot Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009210:한국어|ENP009210:영어|JPP009210:일본어|CNP009210:중국어 간체|TCP009210:중국어 번체,5
ENP009160,The 10th Yukuijeon Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,54,KOP009160:한국어|ENP009160:영어|JPP009160:일본어|CNP009160:중국어 간체|TCP009160:중국어 번체,5
ENP009110,Five Nobleman&#039;s Harvest Feast,축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009110:한국어|ENP009110:영어|JPP009110:일본어|CNP009110:중국어 간체|TCP009110:중국어 번체,5
ENP009095,Korea Grand Sale,축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009095:한국어|ENP009095:영어|JPP009095:일본어|CNP009095:중국어 간체|TCP009095:중국어 번체,5
ENP009201,Polish Art: An Enduring Spirit,축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009201:한국어|ENP009201:영어|JPP009201:일본어,3
ENP009086,Marronier Summer Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009086:한국어|ENP009086:영어|CNP009086:중국어 간체|TCP009086:중국어 번체,4
ENP009293,Seoul Grand Park Starry Night Festival,축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009293:한국어|ENP009293:영어|JPP009293:일본어|CNP009293:중국어 간체|TCP009293:중국어 번체,5
ENP009250,Incheon International Airport Presents: Fantastic Summer Concert,축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009250:한국어|ENP009250:영어|CNP009250:중국어 간체|TCP009250:중국어 번체,4
ENP009216,"Appearance in NEPAL - Thank you, Nepal!",축제/공연/행사,Festivals/Events/Performances > Festivals,55,KOP009216:한국어|ENP009216:영어|JPP009216:일본어|CNP009216:중국어 간체|TCP009216:중국어 번체,5
